name,friendly_name,year,category,difficulty,description
the-79-mw-fort-tejon-earthquake-shakes-central-a,The 7.9 Mw  Fort Tejon earthquake shakes Central and,1857,disasters,medium,The 7.9 Mw  Fort Tejon earthquake shakes Central and Southern California with a maximum Mercalli intensity of IX (Violent).
a-powerful-earthquake-destroys-parts-of-sicily-and,A powerful earthquake destroys parts of Sicily and Malta.,1693,disasters,medium,A powerful earthquake destroys parts of Sicily and Malta.
the-67-mw-avezzano-earthquake-shakes-the-provinc,The 6.7 Mw  Avezzano earthquake shakes the Province of,1915,disasters,medium,"The 6.7 Mw  Avezzano earthquake shakes the Province of L'Aquila in Italy with a maximum Mercalli intensity of XI (Extreme), killing between 29,978 and 32,610."
mayon-in-the-philippines-erupts-killing-around-1,"Mayon in the Philippines erupts, killing around 1,200",1814,disasters,medium,"Mayon in the Philippines erupts, killing around 1,200 people, the most devastating eruption of the volcano."
villarrica-volcano-begins-a-strombolian-eruption-c,Villarrica Volcano begins a strombolian eruption causing,1964,disasters,medium,Villarrica Volcano begins a strombolian eruption causing lahars that destroy half of the town of Coñaripe.
nik-wallenda-becomes-the-first-person-to-walk-over,Nik Wallenda becomes the first person to walk over the,2020,disasters,medium,Nik Wallenda becomes the first person to walk over the Masaya Volcano in Nicaragua.
the-mount-tambora-volcano-begins-a-three-month-lon,The Mount Tambora volcano begins a three-month-long,1815,disasters,medium,"The Mount Tambora volcano begins a three-month-long eruption, lasting until July 15. The eruption ultimately kills 71,000 people and affects Earth's climate for the next two years."
chaitn-volcano-begins-erupting-in-chile-forcing,"Chaitén Volcano begins erupting in Chile, forcing the",2008,disasters,medium,"Chaitén Volcano begins erupting in Chile, forcing the evacuation of more than 4,500 people."
krakatoa-begins-to-erupt-the-volcano-explodes-thr,Krakatoa begins to erupt; the volcano explodes three months,1883,disasters,medium,"Krakatoa begins to erupt; the volcano explodes three months later, killing more than 36,000 people."
lassen-peak-erupts-with-a-powerful-force-the-only,"Lassen Peak erupts with a powerful force, the only volcano",1915,disasters,medium,"Lassen Peak erupts with a powerful force, the only volcano besides Mount St. Helens to erupt in the contiguous U.S. during the 20th century."
the-86-mw-andreanof-islands-earthquake-shakes-th,The 8.6 Mw  Andreanof Islands earthquake shakes the,1957,disasters,medium,"The 8.6 Mw  Andreanof Islands earthquake shakes the Aleutian Islands, causing over $5 million in damage from ground movement and a destructive tsunami."
the-86-mw-aleutian-islands-earthquake-shakes-the,The 8.6 Mw  Aleutian Islands earthquake shakes the Aleutian,1946,disasters,medium,"The 8.6 Mw  Aleutian Islands earthquake shakes the Aleutian Islands with a maximum Mercalli intensity of VI (Strong). A destructive tsunami reaches the Hawaiian Islands resulting in dozens of deaths, mostly in Hilo, Hawaii."
a-pair-of-great-earthquakes-occur-in-the-wharton-b,A pair of great earthquakes occur in the Wharton Basin west,2012,disasters,medium,"A pair of great earthquakes occur in the Wharton Basin west of Sumatra in Indonesia. The maximum Mercalli intensity of this strike-slip doublet earthquake is VII (Very strong). Ten are killed, twelve are injured, and a non-destructive tsunami is observed on the island of Nias."
a-lava-dome-collapses-on-mount-unzen-near-the-cit,"A lava dome collapses on Mount Unzen, near the city of",1792,disasters,medium,"A lava dome collapses on Mount Unzen, near the city of Shimbara on the Japanese island of Kyūshū, creating a deadly tsunami that killed nearly 15,000 people."
a-chinese-immigrant-in-san-francisco-falls-ill-to,A Chinese immigrant in San Francisco falls ill to bubonic,1900,disasters,medium,A Chinese immigrant in San Francisco falls ill to bubonic plague in the first plague epidemic in the continental United States.
balkan-campaign-the-avars-lift-the-siege-at-the-b,Balkan Campaign: The Avars lift the siege at the Byzantine,598,conflict,medium,Balkan Campaign: The Avars lift the siege at the Byzantine stronghold of Tomis. Their leader Bayan I retreats north of the Danube River after the Avaro-Slavic hordes are decimated by the plague.
six-thousand-jews-are-killed-in-mainz-after-being,Six thousand Jews are killed in Mainz after being blamed,1349,disasters,medium,Six thousand Jews are killed in Mainz after being blamed for the bubonic plague.
kitasato-shibasabur-discovers-the-infectious-agen,Kitasato Shibasaburō discovers the infectious agent of the,1894,disasters,medium,Kitasato Shibasaburō discovers the infectious agent of the bubonic plague and publishes his findings in The Lancet.
laki-a-volcano-in-iceland-begins-an-eight-month,"Laki, a volcano in Iceland, begins an eight-month eruption",1783,disasters,medium,"Laki, a volcano in Iceland, begins an eight-month eruption which kills over 9,000 people and starts a seven-year famine."
great-famine-of-ireland-tipperary-revolt-in-coun,Great Famine of Ireland: Tipperary Revolt: In County,1848,diplomatic,medium,"Great Famine of Ireland: Tipperary Revolt: In County Tipperary, Ireland, then in the United Kingdom, an unsuccessful nationalist revolt against British rule is put down by police."
mount-asama-erupts-in-japan-killing-about-1400-p,"Mount Asama erupts in Japan, killing about 1,400 people",1783,disasters,medium,"Mount Asama erupts in Japan, killing about 1,400 people (Tenmei eruption). The eruption causes a famine, which results in an additional 20,000 deaths."
the-great-famine-of-europe-becomes-so-dire-that-ev,The Great Famine of Europe becomes so dire that even the,1315,diplomatic,medium,The Great Famine of Europe becomes so dire that even the king of England has difficulties buying bread for himself and his entourage.
thirty-six-top-musicians-gather-in-a-notting-hill,Thirty-six top musicians gather in a Notting Hill studio,1984,disasters,medium,"Thirty-six top musicians gather in a Notting Hill studio and record Band Aid's ""Do They Know It's Christmas?"" in order to raise money for famine relief in Ethiopia."
a-chemical-fire-in-an-apartment-complex-in-manila,"A chemical fire in an apartment complex in Manila,",1995,conflict,medium,"A chemical fire in an apartment complex in Manila, Philippines, leads to the discovery of plans for Project Bojinka, a mass-terrorist attack."
a-paper-by-david-brewster-is-read-to-the-royal-soc,"A paper by David Brewster is read to the Royal Society,",1818,diplomatic,medium,"A paper by David Brewster is read to the Royal Society, belatedly announcing his discovery of what we now call the biaxial class of doubly-refracting crystals. On the same day, Augustin-Jean Fresnel signs a ""supplement"" (submitted four days later) on reflection of polarized light."
the-harvardsmithsonian-center-for-astrophysics-an,The Harvard–Smithsonian Center for Astrophysics announces,2004,conflict,medium,"The Harvard–Smithsonian Center for Astrophysics announces the discovery of the universe's largest known diamond, white dwarf star BPM 37093. Astronomers named this star ""Lucy"" after The Beatles' song ""Lucy in the Sky with Diamonds""."
discovery-of-the-chemical-elements-element-103-l,"Discovery of the chemical elements: Element 103,",1961,exploration,medium,"Discovery of the chemical elements: Element 103, Lawrencium, is first synthesized at the University of California."
nasas-discovery-program-begins-as-the-near-shoema,NASA's Discovery Program begins as the NEAR Shoemaker,1996,exploration,medium,"NASA's Discovery Program begins as the NEAR Shoemaker spacecraft lifts off on the first mission ever to orbit and land on an asteroid, 433 Eros."
researchers-at-fermilab-announce-the-discovery-of,Researchers at Fermilab announce the discovery of the top,1995,exploration,medium,Researchers at Fermilab announce the discovery of the top quark.
soviet-probes-venera-11-venera-12-and-the-german,"Soviet probes Venera 11, Venera 12 and the German-American",1979,exploration,medium,"Soviet probes Venera 11, Venera 12 and the German-American solar satellite Helios II all are hit by ""off the scale"" gamma rays leading to the discovery of soft gamma repeaters."
alexander-graham-bell-is-granted-a-patent-for-an-i,Alexander Graham Bell is granted a patent for an invention,1876,infrastructure,medium,"Alexander Graham Bell is granted a patent for an invention he calls the ""telephone""."
in-saint-petersburg-russian-scientist-alexander-s,"In Saint Petersburg, Russian scientist Alexander",1895,infrastructure,medium,"In Saint Petersburg, Russian scientist Alexander Stepanovich Popov demonstrates to the Russian Physical and Chemical Society his invention, the Popov lightning detector—a primitive radio receiver. In some parts of the former Soviet Union the anniversary of this day is celebrated as Radio Day."
future-us-president-abraham-lincoln-is-issued-a,Future U.S. President Abraham Lincoln is issued a patent,1849,diplomatic,medium,"Future U.S. President Abraham Lincoln is issued a patent for an invention to lift boats, making him the only U.S. president to ever hold a patent."
christopher-latham-sholes-received-a-patent-for-an,Christopher Latham Sholes received a patent for an,1868,infrastructure,medium,"Christopher Latham Sholes received a patent for an invention he called the ""Type-Writer""."
william-shockley-announces-the-invention-of-the-ju,William Shockley announces the invention of the junction,1951,infrastructure,medium,William Shockley announces the invention of the junction transistor.
date-traditionally-ascribed-to-dom-perignons-inve,Date traditionally ascribed to Dom Perignon's invention of,1693,infrastructure,medium,"Date traditionally ascribed to Dom Perignon's invention of champagne; it is not clear whether he actually invented champagne, however he has been credited as an innovator who developed the techniques used to perfect sparkling wine."
the-british-admiralty-dismisses-francis-ronaldss,The British Admiralty dismisses Francis Ronalds's new,1816,infrastructure,medium,"The British Admiralty dismisses Francis Ronalds's new invention of the first working electric telegraph as ""wholly unnecessary"", preferring to continue using the semaphore."
patent-number-us1781541-is-awarded-to-albert-einst,Patent number US1781541 is awarded to Albert Einstein and,1930,infrastructure,medium,"Patent number US1781541 is awarded to Albert Einstein and Leó Szilárd for their invention, the Einstein refrigerator."
thomas-edison-announces-his-invention-of-the-phono,"Thomas Edison announces his invention of the phonograph, a",1877,infrastructure,medium,"Thomas Edison announces his invention of the phonograph, a machine that can record and play sound."
during-a-concert-of-frank-zappa-and-the-mothers-of,During a concert of Frank Zappa and The Mothers of,1971,disasters,medium,"During a concert of Frank Zappa and The Mothers of Invention at the Montreux Casino, an audience member fires a flare gun into the venue's ceiling, causing a fire that destroys the venue. Rock band Deep Purple, who were to use the Casino as the site for the recording of their next album, witnesses the fire from their hotel; the incident would be immortalized in their best known song, ""Smoke on the Water""."
for-the-first-time-roman-consuls-begin-their-year,"For the first time, Roman consuls begin their year in",-153,exploration,medium,"For the first time, Roman consuls begin their year in office on January 1."
