friendly_name,wikipedia_url,wikipedia_views,category,year,difficulty
Statue of Liberty Dedicated,https://en.wikipedia.org/wiki/Liberty_Island,115980,infrastructure,1886,easy
First Black Hole Image,https://en.wikipedia.org/wiki/Event_Horizon_Telescope,121193,exploration,2019,easy
Obama Inaugurated,https://en.wikipedia.org/wiki/First_inauguration_of_Barack_Obama,121704,diplomatic,2009,easy
Mayflower Compact Signed,https://en.wikipedia.org/wiki/Mayflower_Compact,126358,diplomatic,1620,easy
Euro Coins Enter Circulation,https://en.wikipedia.org/wiki/Euro_coins,128628,diplomatic,2002,easy
Gunpowder Invented,https://en.wikipedia.org/wiki/Gunpowder_empires,136729,exploration,850,easy
Shakespeare Born,https://en.wikipedia.org/wiki/John_Shakespeare,137794,cultural,1564,easy
Pulp Fiction Released,https://en.wikipedia.org/wiki/Pulp_Fiction_(soundtrack),141617,cultural,1994,easy
First Mars Helicopter Flight,https://en.wikipedia.org/wiki/Ingenuity_(helicopter),142168,exploration,2021,easy
DART Asteroid Impact,https://en.wikipedia.org/wiki/Double_Asteroid_Redirection_Test,146392,exploration,2022,easy
Disneyland Opens,https://en.wikipedia.org/wiki/Hong_Kong_Disneyland,147070,cultural,1955,easy
Galileo's Trial,https://en.wikipedia.org/wiki/Galileo_affair,149175,diplomatic,1633,easy
March on Washington,https://en.wikipedia.org/wiki/March_on_Washington,149344,cultural,1963,easy
Prohibition Begins in US,https://en.wikipedia.org/wiki/Prohibition,150581,diplomatic,1920,easy
Rome Founded,https://en.wikipedia.org/wiki/Founding_of_Rome,156048,infrastructure,-753,easy
Hitler Becomes Chancellor,https://en.wikipedia.org/wiki/Hitler_cabinet,157810,conflict,1933,easy
Yellow Vest Protests,https://en.wikipedia.org/wiki/Yellow_vests_protests,162727,diplomatic,2018,easy
People's Republic of China Founded,https://en.wikipedia.org/wiki/Proclamation_of_the_People's_Republic_of_China,174677,diplomatic,1949,easy
First Modern Olympic Games,https://en.wikipedia.org/wiki/1896_Summer_Olympics,175738,cultural,1896,easy
Thriller Video Released,https://en.wikipedia.org/wiki/Michael_Jackson's_Thriller_(music_video),185207,cultural,1983,easy
NATO Founded,https://en.wikipedia.org/wiki/Russia–NATO_relations,186980,diplomatic,1949,easy
Constitutional Convention,https://en.wikipedia.org/wiki/Constitutional_Convention_(United_States),187580,diplomatic,1787,easy
Bell Invents Telephone,https://en.wikipedia.org/wiki/History_of_the_telephone,189599,exploration,1876,easy
Scottish Independence Vote,https://en.wikipedia.org/wiki/2014_Scottish_independence_referendum,195220,diplomatic,2014,easy
Declaration of Independence Signed,https://en.wikipedia.org/wiki/Signing_of_the_United_States_Declaration_of_Independence,198561,conflict,1776,easy
V-J Day,https://en.wikipedia.org/wiki/V-J_Day_in_Times_Square,203559,conflict,1945,easy
John Lennon Killed,https://en.wikipedia.org/wiki/Julia_Lennon,203930,conflict,1980,easy
Slavery Abolished in United States,https://en.wikipedia.org/wiki/End_of_slavery_in_the_United_States,209612,cultural,1865,easy
Globe Theatre Built,https://en.wikipedia.org/wiki/Globe_Theatre,224071,infrastructure,1599,easy
Star Wars Released,https://en.wikipedia.org/wiki/Changes_in_Star_Wars_re-releases,224113,cultural,1977,easy
Wheel Invented,https://en.wikipedia.org/wiki/Wheel,227701,exploration,-3500,easy
Great Depression Begins,https://en.wikipedia.org/wiki/Great_Depression_in_the_United_States,231135,disasters,1929,easy
US Withdrawal from Afghanistan,https://en.wikipedia.org/wiki/2020–2021_U.S._troop_withdrawal_from_Afghanistan,231787,diplomatic,2021,easy
US Enters World War I,https://en.wikipedia.org/wiki/United_States_in_World_War_I,232539,conflict,1917,easy
World War I Ends,https://en.wikipedia.org/wiki/Aftermath_of_World_War_I,245865,conflict,1918,easy
Lehman Brothers Collapse,https://en.wikipedia.org/wiki/Bankruptcy_of_Lehman_Brothers,248774,disasters,2008,easy
Malaysia Airlines Flight 370 Disappears,https://en.wikipedia.org/wiki/Malaysia_Airlines_Flight_370_disappearance_theories,251866,disasters,2014,easy
Copernicus Proposes Heliocentrism,https://en.wikipedia.org/wiki/Heliocentrism,252248,exploration,1543,easy
Hurricane Maria,https://en.wikipedia.org/wiki/Hurricane_Maria,253483,disasters,2017,easy
Origin of Species Published,https://en.wikipedia.org/wiki/On_the_Origin_of_Species,254854,cultural,1859,easy
Polio Vaccine Developed,https://en.wikipedia.org/wiki/Polio_vaccine,257001,exploration,1955,easy
Brexit Referendum,https://en.wikipedia.org/wiki/2016_United_Kingdom_European_Union_membership_referendum,263705,conflict,2016,easy
Brexit Completed,https://en.wikipedia.org/wiki/2016_United_Kingdom_European_Union_membership_referendum,263705,diplomatic,2020,easy
French Revolution Begins,https://en.wikipedia.org/wiki/French_Revolution_of_1848,267106,conflict,1789,easy
Curiosity Lands on Mars,https://en.wikipedia.org/wiki/Curiosity_(rover),269991,exploration,2012,easy
First Circumnavigation of Earth,https://en.wikipedia.org/wiki/Magellan_expedition,272959,exploration,1522,easy
Tutankhamun's Tomb Discovered,https://en.wikipedia.org/wiki/Tomb_of_Tutankhamun,276680,exploration,1922,easy
Lahaina Wildfire,https://en.wikipedia.org/wiki/2023_Hawaii_wildfires,295689,disasters,2023,easy
ANC Wins Election,https://en.wikipedia.org/wiki/2024_South_African_general_election,297336,diplomatic,1994,easy
Montgomery Bus Boycott,https://en.wikipedia.org/wiki/Montgomery_bus_boycott,298680,diplomatic,1955,easy
Iraq Invades Kuwait,https://en.wikipedia.org/wiki/Iraqi_invasion_of_Kuwait,300711,diplomatic,1990,easy
mRNA Vaccines Deployed,https://en.wikipedia.org/wiki/COVID-19_vaccine,301554,exploration,2020,easy
Stock Market Crash,https://en.wikipedia.org/wiki/Stock_market_crash,301994,disasters,1929,easy
London Eye Opens,https://en.wikipedia.org/wiki/London_Eye,316762,infrastructure,2000,easy
Taliban Return to Power,https://en.wikipedia.org/wiki/Fall_of_Kabul_(2021),318440,diplomatic,2021,easy
Birth of Jesus Christ,https://en.wikipedia.org/wiki/Nativity_of_Jesus,318542,cultural,-4,easy
Dynamite Invented,https://en.wikipedia.org/wiki/Dynamite,320401,exploration,1867,easy
19th Amendment Ratified,https://en.wikipedia.org/wiki/Nineteenth_Amendment_to_the_United_States_Constitution,322234,diplomatic,1920,easy
Space Needle Completed,https://en.wikipedia.org/wiki/Space_Needle,324361,infrastructure,1962,easy
Agriculture Begins,https://en.wikipedia.org/wiki/Neolithic_Revolution,327979,exploration,-10000,easy
Agricultural Revolution,https://en.wikipedia.org/wiki/Neolithic_Revolution,327979,exploration,-10000,easy
Notre-Dame Fire,https://en.wikipedia.org/wiki/Notre-Dame_fire,331371,disasters,2019,easy
California Gold Rush,https://en.wikipedia.org/wiki/California_gold_rush,337284,diplomatic,1848,easy
Hong Kong Handover,https://en.wikipedia.org/wiki/Handover_of_Hong_Kong,353155,diplomatic,1997,easy
Haiti Earthquake,https://en.wikipedia.org/wiki/2010_Haiti_earthquake,354605,disasters,2010,easy
First Space Shuttle Launch,https://en.wikipedia.org/wiki/Space_Shuttle_Columbia,357892,exploration,1981,easy
San Francisco Earthquake,https://en.wikipedia.org/wiki/1906_San_Francisco_earthquake,360184,disasters,1906,easy
Tower Bridge Completed,https://en.wikipedia.org/wiki/Tower_Bridge,360494,infrastructure,1894,easy
Hurricane Harvey,https://en.wikipedia.org/wiki/Hurricane_Harvey,367192,disasters,2017,easy
German Reunification,https://en.wikipedia.org/wiki/German_reunification,377111,diplomatic,1990,easy
Voting Rights Act,https://en.wikipedia.org/wiki/Voting_Rights_Act_of_1965,380802,diplomatic,1965,easy
Paris Climate Agreement,https://en.wikipedia.org/wiki/Paris_Agreement,387355,diplomatic,2015,easy
Soviet Union Formed,https://en.wikipedia.org/wiki/Republics_of_the_Soviet_Union,390478,diplomatic,1922,easy
Hurricane Sandy,https://en.wikipedia.org/wiki/Hurricane_Sandy,393174,disasters,2012,easy
Storming of the Bastille,https://en.wikipedia.org/wiki/Storming_of_the_Bastille,393755,conflict,1789,easy
Pythagorean Theorem Proven,https://en.wikipedia.org/wiki/Fermat's_Last_Theorem,394200,exploration,-530,easy
Fall of the Berlin Wall,https://en.wikipedia.org/wiki/Fall_of_the_Berlin_Wall,410314,conflict,1989,easy
X-Rays Discovered,https://en.wikipedia.org/wiki/X-ray,423655,exploration,1895,easy
Turkey-Syria Earthquake,https://en.wikipedia.org/wiki/2023_Turkey–Syria_earthquakes,426396,disasters,2023,easy
Emancipation Proclamation,https://en.wikipedia.org/wiki/Emancipation_Proclamation,432321,diplomatic,1863,easy
Gutenberg Printing Press,https://en.wikipedia.org/wiki/Printing_press,432507,exploration,1440,easy
Sputnik Launched,https://en.wikipedia.org/wiki/Sputnik_1,432718,exploration,1957,easy
Communist Manifesto Published,https://en.wikipedia.org/wiki/The_Communist_Manifesto,433074,cultural,1848,easy
Beijing Olympics,https://en.wikipedia.org/wiki/2022_Winter_Olympics,437788,cultural,2008,easy
Ellis Island Opens,https://en.wikipedia.org/wiki/Ellis_Island,441016,diplomatic,1892,easy
Queen Elizabeth II Dies,https://en.wikipedia.org/wiki/Death_and_state_funeral_of_Elizabeth_II,441701,cultural,2022,easy
George Floyd Protests,https://en.wikipedia.org/wiki/George_Floyd_protests,444691,diplomatic,2020,easy
Great Chicago Fire,https://en.wikipedia.org/wiki/Great_Chicago_Fire,446641,disasters,1871,easy
Sydney Opera House Completed,https://en.wikipedia.org/wiki/Sydney_Opera_House,452997,infrastructure,1973,easy
Trump Inauguration,https://en.wikipedia.org/wiki/Second_inauguration_of_Donald_Trump,457778,diplomatic,2017,easy
Universal Declaration of Human Rights,https://en.wikipedia.org/wiki/Universal_Declaration_of_Human_Rights,458689,diplomatic,1948,easy
Mount Vesuvius Erupts,https://en.wikipedia.org/wiki/Eruption_of_Mount_Vesuvius_in_79_AD,460854,disasters,79,easy
Destruction of Pompeii,https://en.wikipedia.org/wiki/Eruption_of_Mount_Vesuvius_in_79_AD,460854,disasters,79,easy
Y2K Millennium Bug,https://en.wikipedia.org/wiki/Year_2000_problem,475435,cultural,2000,easy
Y2K New Millennium,https://en.wikipedia.org/wiki/Year_2000_problem,475435,cultural,2000,easy
#MeToo Movement Goes Viral,https://en.wikipedia.org/wiki/MeToo_movement,478819,cultural,2017,easy
Luther's 95 Theses,https://en.wikipedia.org/wiki/Ninety-five_Theses,494234,cultural,1517,easy
Boston Massacre,https://en.wikipedia.org/wiki/Boston_Massacre,496725,conflict,1770,easy
Indian Independence,https://en.wikipedia.org/wiki/Indian_independence_movement,501529,diplomatic,1947,easy
Brown v. Board of Education,https://en.wikipedia.org/wiki/Brown_v._Board_of_Education,510895,diplomatic,1954,easy
Jamestown Colony Founded,"https://en.wikipedia.org/wiki/Jamestown,_Virginia",515430,exploration,1607,easy
Jamestown Founded,"https://en.wikipedia.org/wiki/Jamestown,_Virginia",515430,diplomatic,1607,easy
COVID-19 Pandemic Begins,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_the_United_States,517716,disasters,2020,easy
Model T Production Begins,https://en.wikipedia.org/wiki/Ford_Model_T,524981,diplomatic,1909,easy
Great Fire of London,https://en.wikipedia.org/wiki/Great_Fire_of_London,546701,disasters,1666,easy
Russia Invades Ukraine,https://en.wikipedia.org/wiki/2022_Russian_invasion_of_Ukraine,559134,conflict,2022,easy
Hoover Dam Completed,https://en.wikipedia.org/wiki/Hoover_Dam,574362,infrastructure,1936,easy
Battles of Lexington and Concord,https://en.wikipedia.org/wiki/Battles_of_Lexington_and_Concord,580230,conflict,1775,easy
Civil Rights Act,https://en.wikipedia.org/wiki/Civil_Rights_Act_of_1964,586185,diplomatic,1964,easy
Julius Caesar Assassinated,https://en.wikipedia.org/wiki/Assassination_of_Julius_Caesar,600890,conflict,-44,easy
Gunpowder Plot,https://en.wikipedia.org/wiki/Gunpowder_Plot,604361,diplomatic,1605,easy
Titanic Wreck Discovered,https://en.wikipedia.org/wiki/Wreck_of_the_Titanic,621148,exploration,1985,easy
Penicillin Discovered,https://en.wikipedia.org/wiki/Penicillin,627568,exploration,1928,easy
United Nations Founded,https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations,629082,diplomatic,1945,easy
Black Lives Matter Founded,https://en.wikipedia.org/wiki/Black_Lives_Matter,632285,cultural,2013,easy
First Crusade Begins,https://en.wikipedia.org/wiki/First_Crusade,633453,conflict,1096,easy
US Bill of Rights Ratified,https://en.wikipedia.org/wiki/United_States_Bill_of_Rights,635259,diplomatic,1791,easy
I Have a Dream Speech,https://en.wikipedia.org/wiki/I_Have_a_Dream,638308,cultural,1963,easy
Lewis and Clark Expedition,https://en.wikipedia.org/wiki/Lewis_and_Clark_Expedition,648538,exploration,1804,easy
13th Amendment Ratified,https://en.wikipedia.org/wiki/List_of_amendments_to_the_Constitution_of_the_United_States,649062,diplomatic,1865,easy
Deepwater Horizon Oil Spill,https://en.wikipedia.org/wiki/Deepwater_Horizon_oil_spill,671431,disasters,2010,easy
Norman Conquest of England,https://en.wikipedia.org/wiki/Norman_Conquest,672379,conflict,1066,easy
Brooklyn Bridge Completed,https://en.wikipedia.org/wiki/Brooklyn_Bridge,687106,infrastructure,1883,easy
James Webb Telescope Launched,https://en.wikipedia.org/wiki/James_Webb_Space_Telescope,688045,exploration,2021,easy
Sears Tower Completed,https://en.wikipedia.org/wiki/Willis_Tower,696991,infrastructure,1973,easy
New Deal Begins,https://en.wikipedia.org/wiki/New_Deal,698335,diplomatic,1933,easy
Dust Bowl Begins,https://en.wikipedia.org/wiki/Dust_Bowl,700272,disasters,1934,easy
iPod Released,https://en.wikipedia.org/wiki/IPod,707127,cultural,2001,easy
Invasion of Poland,https://en.wikipedia.org/wiki/Invasion_of_Poland,708944,conflict,1939,easy
League of Nations Founded,https://en.wikipedia.org/wiki/League_of_Nations,709034,diplomatic,1920,easy
Gettysburg Address,https://en.wikipedia.org/wiki/Gettysburg_Address,720977,conflict,1863,easy
Tower of London Built,https://en.wikipedia.org/wiki/Tower_of_London,721418,infrastructure,1078,easy
Dinosaur Extinction,https://en.wikipedia.org/wiki/Cretaceous–Paleogene_extinction_event,727473,disasters,-66000000,easy
Boston Tea Party,https://en.wikipedia.org/wiki/Boston_Tea_Party,733507,conflict,1773,easy
Palace of Versailles Expanded,https://en.wikipedia.org/wiki/Palace_of_Versailles,735066,infrastructure,1682,easy
Treaty of Versailles Signed,https://en.wikipedia.org/wiki/Treaty_of_Versailles,747141,conflict,1919,easy
Treaty of Versailles Takes Effect,https://en.wikipedia.org/wiki/Treaty_of_Versailles,747141,diplomatic,1920,easy
Jesse Owens at Berlin Olympics,https://en.wikipedia.org/wiki/Jesse_Owens,753774,cultural,1936,easy
Golden Gate Bridge Completed,https://en.wikipedia.org/wiki/Golden_Gate_Bridge,761470,infrastructure,1937,easy
Parthenon Completed,https://en.wikipedia.org/wiki/Parthenon,770252,infrastructure,-432,easy
Channel Tunnel Completed,https://en.wikipedia.org/wiki/Channel_Tunnel,779237,infrastructure,1994,easy
Hadrian's Wall Completed,https://en.wikipedia.org/wiki/Hadrian's_Wall,781373,infrastructure,128,easy
Mount St. Helens Erupts,https://en.wikipedia.org/wiki/Mount_St._Helens,797004,disasters,1980,easy
Louisiana Purchase,https://en.wikipedia.org/wiki/Louisiana_Purchase,797811,diplomatic,1803,easy
Mickey Mouse Debuts,https://en.wikipedia.org/wiki/Mickey_Mouse,803928,cultural,1928,easy
Abraham Lincoln Assassinated,https://en.wikipedia.org/wiki/Assassination_of_Abraham_Lincoln,808755,conflict,1865,easy
DNA Structure Discovered,https://en.wikipedia.org/wiki/DNA,829892,exploration,1953,easy
Archduke Franz Ferdinand Assassinated,https://en.wikipedia.org/wiki/Assassination_of_Archduke_Franz_Ferdinand,831974,conflict,1914,easy
Terracotta Army Created,https://en.wikipedia.org/wiki/Terracotta_Army,846893,infrastructure,-210,easy
First Human in Space,https://en.wikipedia.org/wiki/Yuri_Gagarin,861315,exploration,1961,easy
Spanish Flu Pandemic Begins,https://en.wikipedia.org/wiki/Spanish_flu,862626,disasters,1918,easy
Laika in Space,https://en.wikipedia.org/wiki/Laika,865624,exploration,1957,easy
Woodstock Festival,https://en.wikipedia.org/wiki/Woodstock,874367,cultural,1969,easy
Rosetta Stone Discovered,https://en.wikipedia.org/wiki/Rosetta_Stone,879890,exploration,1799,easy
Columbus Reaches the Americas,https://en.wikipedia.org/wiki/Chris_Columbus_(filmmaker),886902,exploration,1492,easy
Suez Canal Opens,https://en.wikipedia.org/wiki/Suez_Canal,893750,infrastructure,1869,easy
Battle of Thermopylae,https://en.wikipedia.org/wiki/Battle_of_Thermopylae,905157,conflict,-480,easy
Space Shuttle Columbia Disaster,https://en.wikipedia.org/wiki/Space_Shuttle_Columbia_disaster,938180,disasters,2003,easy
Lindbergh Crosses Atlantic,https://en.wikipedia.org/wiki/Charles_Lindbergh,947371,exploration,1927,easy
Martin Luther King Jr. Assassinated,https://en.wikipedia.org/wiki/Assassination_of_Martin_Luther_King_Jr.,966790,conflict,1968,easy
Dead Sea Scrolls Discovered,https://en.wikipedia.org/wiki/Dead_Sea_Scrolls,996119,exploration,1947,easy
Battle of Gettysburg,https://en.wikipedia.org/wiki/Battle_of_Gettysburg,1001140,conflict,1863,easy
Berlin Wall Built,https://en.wikipedia.org/wiki/Berlin_Wall,1003850,infrastructure,1961,easy
One World Trade Center Completed,https://en.wikipedia.org/wiki/One_World_Trade_Center,1009406,infrastructure,2014,easy
Paris Terror Attacks,https://en.wikipedia.org/wiki/November_2015_Paris_attacks,1011147,disasters,2015,easy
Empire State Building Completed,https://en.wikipedia.org/wiki/Empire_State_Building,1056937,infrastructure,1931,easy
Abraham Accords,https://en.wikipedia.org/wiki/Abraham_Accords,1060853,diplomatic,2020,easy
Global Financial Crisis,https://en.wikipedia.org/wiki/2008_financial_crisis,1072992,disasters,2008,easy
